price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,amenities,locality
₹ 7 Crores,"4,400",4 Bedroom,5 Bathroom,4.0,Woodsvale,>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,South,3/3,Car,No,"['Intercom', 'Internet provider', 'Lift', 'Club house', 'Fire safety', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Swimming pool', 'Gym', 'Visitor parking']",Cox Town
₹ 2 Crores,"3,500",3 Bedroom,3 Bathroom,,Petals,>10 years,Self Owned,>10 years,,Semi,East,3/3,Bike and Car,Yes,['Security'],Cox Town
₹ 80 Lacs,"1,450",3 Bedroom,2 Bathroom,,Annapurna Nilayam,Newly Constructed,Self Owned,Newly Constructed,,Semi,North,3/3,Car,No,,Dasarahalli
₹ 68 Lacs,"1,235",2 Bedroom,2 Bathroom,2.0,"Inland Everglades, ...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,1/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Sewage treatment plant', 'Visitor parking']",Dasarahalli
₹ 62 Lacs,"1,080",2 Bedroom,2 Bathroom,1.0,Sree Balaji Enclave,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,0/3,Bike and Car,Yes,['Security'],Dasarahalli
₹ 45 Lacs,850,2 Bedroom,2 Bathroom,1.0,Vikas Orchids,5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,West,1/4,Car,Yes,"['Lift', 'Gym', 'Intercom', 'Security', 'Park']",Dasarahalli
₹ 45 Lacs,820,2 Bedroom,2 Bathroom,1.0,Vikas Orchids,5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,West,1/3,Car,Yes,"['Intercom', 'Lift', 'Sewage treatment plant', 'Park', 'Security']",Dasarahalli
₹ 75 Lacs,"1,081",2 Bedroom,2 Bathroom,1.0,Sapthagiri Magnum A...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,East,1/4,Car,Yes,"['Internet provider', 'Lift', 'Gas pipeline', 'Sewage treatment plant', 'Security']",Dasarahalli
₹ 65 Lacs,"1,000",2 Bedroom,2 Bathroom,,Vikas Orchids,5-10 years,Self Owned,5-10 years,,Semi,East,1/4,Bike and Car,Yes,"['Security', 'Park']",Dasarahalli
₹ 70 Lacs,"1,200",2 Bedroom,2 Bathroom,3.0,Sai Balaji Blossom ...,5-10 years,Self Owned,5-10 years,Marble/Granite,Fully furnished,East,3/5,Car,Yes,"['Lift', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Visitor parking']",Dasarahalli
₹ 78 Lacs,"1,310",2 Bedroom,2 Bathroom,2.0,"Inland Everglades, ...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,2/3,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Security', 'Gas pipeline', 'Visitor parking']",Dasarahalli
₹ 81.5 Lacs,"1,285",2 Bedroom,2 Bathroom,2.0,"Inland Everglades, ...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Dasarahalli
₹ 78 Lacs,"1,500",3 Bedroom,3 Bathroom,3.0,Inland Everglades,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,1/3,Bike and Car,No,"['Lift', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Shopping center', 'Park']",Dasarahalli
₹ 83 Lacs,"1,285",2 Bedroom,2 Bathroom,2.0,Inland Everglades,5-10 years,Self Owned,5-10 years,,Semi,South,1/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Dasarahalli
₹ 40 Lacs,"1,100",2 Bedroom,2 Bathroom,,Aashiyana,>10 years,Self Owned,>10 years,,Unfurnished,West,2/22,Bike and Car,Yes,"['Lift', 'Security']",Dasarahalli
₹ 73 Lacs,"2,500",2 Bedroom,2 Bathroom,,Balaji Manor,5-10 years,Self Owned,5-10 years,,Semi,East,3/5,Bike and Car,Yes,"['Gym', 'Security']",Dasarahalli
₹ 62 Lacs,"1,200",2 Bedroom,2 Bathroom,1.0,Patels Nest,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,1/4,Bike and Car,Yes,"['Lift', ""Children's play area"", 'Security', 'Park']",Dasarahalli
₹ 95 Lacs,"1,450",3 Bedroom,2 Bathroom,,Anugraha Meadows,5-10 years,Self Owned,5-10 years,,Fully furnished,North,5/6,Bike and Car,Yes,['Gym'],Dasarahalli
₹ 80 Lacs,"1,305",2 Bedroom,2 Bathroom,,Inland Everglades,>10 years,Self Owned,>10 years,,Semi,North,2/4,Bike and Car,Yes,"['Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security']",Dasarahalli
₹ 90 Lacs,"1,345",2 Bedroom,3 Bathroom,3.0,Inland Everglades,5-10 years,Self Owned,5-10 years,,Fully furnished,1/1,1/1,No,No,"['Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area""]",Dasarahalli
₹ 72 Lacs,"1,370",3 Bedroom,3 Bathroom,1.0,North Square Apartm...,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North,1/4,Car,No,"[""Children's play area"", 'Park']",Dasarahalli
₹ 75 Lacs,"1,060",2 Bedroom,2 Bathroom,1.0,Sri Sri Apartments,5-10 years,Self Owned,5-10 years,,Semi,West,2/2,Bike and Car,No,,Dasarahalli
₹ 1.2 Crores,"1,700",3 Bedroom,3 Bathroom,,Annapurna Nilayam,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Fully furnished,East,2/4,Car,Yes,"['Lift', 'Security', 'Gas pipeline']",Dasarahalli
₹ 60 Lacs,990,2 Bedroom,2 Bathroom,,Unnati Apartment,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North-East,2/4,Bike and Car,Yes,"['Lift', 'Internet provider', 'Fire safety', 'Security', 'Gas pipeline']",Dasarahalli
₹ 1.25 Crores,"1,650",2 Bedroom,2 Bathroom,2.0,Chitrakut Chitrakut...,5-10 years,Self Owned,5-10 years,Wooden,Fully furnished,West,0/4,Bike and Car,No,"['Lift', 'Internet provider', 'Club house', ""Children's play area"", 'Fire safety']",Dasarahalli
₹ 57 Lacs,900,2 Bedroom,2 Bathroom,1.0,Sai Sumukha Sterling,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,4/4,Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Dasarahalli
₹ 69.5 Lacs,"1,270",2 Bedroom,2 Bathroom,2.0,Inland Everglades,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant']",Dasarahalli
₹ 75 Lacs,"1,200",2 Bedroom,2 Bathroom,2.0,"Vaibhav Homes ,",>10 years,Self Owned,>10 years,,Semi,East,3/3,Bike and Car,Yes,,Deepanjalinagar
₹ 65 Lacs,"1,100",2 Bedroom,2 Bathroom,2.0,Golden Mansion,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,3/4,Car,Yes,"['Internet provider', 'Lift', 'Security']",Deepanjalinagar
₹ 20 Lacs,450,1 Bedroom,1 Bathroom,,Independent House,>10 years,Self Owned,>10 years,450 sq.ft,Unfurnished,East,0/1,No,No,,Deepanjalinagar
₹ 45 Lacs,600,1 Bedroom,1 Bathroom,,Banshankri Crest,>10 years,Self Owned,>10 years,,Semi,North,3/3,Bike,No,,Deepanjalinagar
₹ 3.5 Crores,"2,100",3 Bedroom,4 Bathroom,2.0,Standalone Building,>10 years,Self Owned,>10 years,,Semi,North-East,0/2,Car,No,['Gas pipeline'],Deepanjalinagar
₹ 5.2 Crores,"3,600",4 Bedroom,9 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"3,600 sq.ft",Semi,East,0/2,Bike,No,,Deepanjalinagar
₹ 35 Lacs,950,2 Bedroom,2 Bathroom,2.0,Sri Vary Residency,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Semi,North,3/3,Bike and Car,No,"['Lift', 'Fire safety', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Deepanjalinagar
₹ 1.6 Crores,"1,200",3 Bedroom,3 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,"1,200 sq.ft",0/3,North,0/3,No,No,,Deepanjalinagar
₹ 1.5 Crores,"3,600",4 Bedroom,9 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,"3,600 sq.ft",0/3,East,0/3,No,No,,Deepanjalinagar
₹ 2 Crores,"1,200",3 Bedroom,2 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,200 sq.ft",Semi,West,0/0,Bike and Car,No,"['Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Swimming pool', 'Visitor parking']",Deepanjalinagar
₹ 1.3 Crores,"2,400",4 Bedroom,6 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,"2,400 sq.ft",0/3,North-East,0/3,Bike and Car,No,,Deepanjalinagar
₹ 18 Lacs,260,1 Bedroom,1 Bathroom,,Independent House,>10 years,Self Owned,>10 years,260 sq.ft,Unfurnished,0/0,0/0,No,No,,Deepanjalinagar
₹ 80 Lacs,"1,200",4 Bedroom,3 Bathroom,,Madhava Arcade,3-5 years,Self Owned,3-5 years,,Semi,North,3/4,Bike and Car,Yes,['Security'],Deepanjalinagar
₹ 5.5 Crores,"2,200",4 Bedroom,3 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"2,200 sq.ft",Semi,South-East,0/0,Bike and Car,No,,Deepanjalinagar
₹ 35 Lacs,"1,170",3 Bedroom,3 Bathroom,,Independent House,1-3 years,Self Owned,1-3 years,"1,170 sq.ft",Unfurnished,0/2,0/2,Bike,No,,Deepanjalinagar
₹ 95 Lacs,"1,100",2 Bedroom,2 Bathroom,,Standalone Building,1-3 years,Self Owned,1-3 years,"1,100 sq.ft",1/4,East,1/4,Bike and Car,Yes,['Security'],Deepanjalinagar
₹ 1.65 Crores,"3,300",4 Bedroom,9 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,"3,300 sq.ft",0/3,East,0/3,Bike and Car,No,,Deepanjalinagar
₹ 95 Lacs,686,2 Bedroom,3 Bathroom,2.0,Standalone Building,>10 years,Self Owned,>10 years,686 sq.ft,2/2,North,2/2,No,No,,Deepanjalinagar
₹ 20 Lacs,500,1 Bedroom,1 Bathroom,,Slumboard Apartment,Newly Constructed,Self Owned,Newly Constructed,,Unfurnished,East,1/4,No,No,,Deepanjalinagar
₹ 1.45 Crores,"1,980",4 Bedroom,5 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,980 sq.ft",Unfurnished,West,0/2,No,No,,Deepanjalinagar
₹ 66 Lacs,"1,163",2 Bedroom,2 Bathroom,1.0,Sri Ravi Aramane,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North,0/5,Bike and Car,No,['Lift'],Deepanjalinagar
₹ 1.2 Crores,"1,200",4 Bedroom,1 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,200 sq.ft",Unfurnished,0/0,0/0,No,No,,Deepanjalinagar
₹ 10 Crores,"18,500",4 Bedroom,42 Bathroom,,Sn Luminous,1-3 years,Self Owned,1-3 years,Marble/Granite,Semi,North,0/7,Bike and Car,Yes,"['Lift', 'Security']",Deepanjalinagar
₹ 82 Lacs,"1,700",4 Bedroom,5 Bathroom,2.0,Independent House,>10 years,Self Owned,>10 years,"1,700 sq.ft",Unfurnished,North,0/2,Bike,No,['Gas pipeline'],Deepanjalinagar
₹ 1.5 Crores,"2,800",4 Bedroom,6 Bathroom,,Hanuma Kripe,1-3 years,Self Owned,1-3 years,Marble/Granite,Semi,East,0/4,No,Yes,['Security'],Deepanjalinagar
₹ 1 Crore,"1,750",4 Bedroom,6 Bathroom,,St,Newly Constructed,On Lease,Newly Constructed,,Semi,East,0/3,Bike,No,,Deepanjalinagar
₹ 28 Lacs,"1,100",3 Bedroom,3 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,100 sq.ft",Unfurnished,West,0/2,No,No,,Deepanjalinagar
₹ 92 Lacs,650,2 Bedroom,2 Bathroom,,Standalone Building,Newly Constructed,Self Owned,Newly Constructed,Marble/Granite,Unfurnished,1/3,1/3,Bike,No,,Deepanjalinagar
₹ 55 Lacs,"1,800",4 Bedroom,5 Bathroom,,Stand Alone Building,1-3 years,Self Owned,1-3 years,,Unfurnished,South,0/2,No,No,,Deepanjalinagar
₹ 90 Lacs,"2,475",4 Bedroom,4 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"2,475 sq.ft",Semi,3/3,3/3,Bike,No,,Deepanjalinagar
₹ 1.5 Crores,"1,811",3 Bedroom,3 Bathroom,2.0,Salarpuria Sattva M...,5-10 years,Self Owned,5-10 years,Wooden,Semi,East,10/12,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Deepanjalinagar
₹ 20 Lacs,300,1 Bedroom,1 Bathroom,,Independent House,5-10 years,Self Owned,5-10 years,300 sq.ft,Semi,North,1/1,Bike,No,,Deepanjalinagar
₹ 1.5 Crores,"3,000",4 Bedroom,7 Bathroom,,Independent House,5-10 years,Self Owned,5-10 years,"3,000 sq.ft",Unfurnished,East,0/1,Bike,No,,Deepanjalinagar
₹ 18 Lacs,485,1 Bedroom,1 Bathroom,,Ganga,5-10 years,Self Owned,5-10 years,,Unfurnished,West,0/3,Bike,Yes,,Deepanjalinagar
₹ 90 Lacs,"2,200",4 Bedroom,6 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,,Unfurnished,North-East,0/3,No,No,,Deepanjalinagar
₹ 18 Lacs,450,1 Bedroom,1 Bathroom,1.0,Independent House,Newly Constructed,Self Owned,Newly Constructed,450 sq.ft,Semi,North-East,0/0,Car,Yes,"['Fire safety', 'Sewage treatment plant', 'Park', 'Security', 'Visitor parking']",Deepanjalinagar
₹ 88 Lacs,"3,200",4 Bedroom,9 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,"3,200 sq.ft",0/4,North,0/4,Bike,No,,Deepanjalinagar
₹ 29 Lacs,650,1 Bedroom,1 Bathroom,1.0,Independent House,Newly Constructed,Self Owned,Newly Constructed,650 sq.ft,Semi,East,0/0,Bike and Car,Yes,['Security'],Deepanjalinagar
₹ 1.2 Crores,"2,000",4 Bedroom,5 Bathroom,,Independent House,1-3 years,Self Owned,1-3 years,"2,000 sq.ft",Unfurnished,North,0/2,Bike,No,,Deepanjalinagar
₹ 2.32 Crores,"2,320",4 Bedroom,3 Bathroom,1.0,Independent House,>10 years,Self Owned,>10 years,"2,320 sq.ft",Semi,East,0/0,Bike and Car,No,,Deepanjalinagar
₹ 75 Lacs,"3,000",4 Bedroom,6 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"3,000 sq.ft",Unfurnished,North,0/2,No,No,,Deepanjalinagar
₹ 74.8 Lacs,"1,870",4 Bedroom,3 Bathroom,1.0,Independent House,>10 years,Self Owned,>10 years,"1,870 sq.ft",Unfurnished,North,0/1,Bike,No,,Deepanjalinagar
₹ 58 Lacs,"1,040",2 Bedroom,2 Bathroom,1.0,Radiant Karel,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,1/4,Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Deepanjalinagar
₹ 38.5 Lacs,850,2 Bedroom,2 Bathroom,,Independent House,Newly Constructed,Self Owned,Newly Constructed,850 sq.ft,Semi,East,0/0,Car,Yes,"['Sewage treatment plant', 'Park', ""Children's play area"", 'Security', 'Visitor parking']",Deepanjalinagar
₹ 90 Lacs,"1,800",3 Bedroom,3 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,800 sq.ft",Unfurnished,West,0/2,No,No,,Deepanjalinagar
₹ 46 Lacs,827,2 Bedroom,2 Bathroom,1.0,Deccan Nivas,>10 years,Self Owned,>10 years,,Semi,West,2/4,Car,Yes,"['Lift', 'Sewage treatment plant', ""Children's play area"", 'Security', 'Visitor parking']",Deepanjalinagar
₹ 65 Lacs,375,4 Bedroom,1 Bathroom,,Independent House,5-10 years,Self Owned,5-10 years,375 sq.ft,Unfurnished,North,0/3,Bike,No,['Internet provider'],Deepanjalinagar
₹ 1.65 Crores,"1,800",3 Bedroom,2 Bathroom,3.0,Doshi Nest,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Unfurnished,East,0/3,Bike and Car,Yes,"['Lift', 'Security']",Deepanjalinagar
₹ 1 Crore,"1,595",3 Bedroom,3 Bathroom,2.0,"Aaspire Heights, Ma...",5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,0/4,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park']",Devarbisanahalli
₹ 84 Lacs,"1,290",2 Bedroom,2 Bathroom,1.0,Aaspire Heights,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North,0/4,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant']",Devarbisanahalli
₹ 1.75 Crores,840,2 Bedroom,2 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,,Semi,North,2/3,Bike,No,,Devarbisanahalli
₹ 1.45 Crores,"1,222",2 Bedroom,2 Bathroom,1.0,Rr Residency,5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,South,1/4,Bike and Car,Yes,"[""Children's play area"", 'Fire safety', 'Lift', 'Internet provider', 'Intercom', 'Club house', 'Security']",Devarbisanahalli
₹ 66 Lacs,989,2 Bedroom,2 Bathroom,2.0,Jrm Pearl,3-5 years,Self Owned,3-5 years,Marble/Granite,Semi,East,2/5,Bike and Car,No,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Park', 'Visitor parking']",Devarbisanahalli
₹ 90 Lacs,"1,527",3 Bedroom,3 Bathroom,2.0,Jrm Pearl,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Semi,North,2/5,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Visitor parking']",Devarbisanahalli
₹ 3.2 Crores,"6,000",4 Bedroom,10 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,,Semi,North,3/5,Bike,No,,Devarbisanahalli
₹ 1.7 Crores,"2,100",4 Bedroom,6 Bathroom,1.0,Independent House,>10 years,Self Owned,>10 years,"2,100 sq.ft",Semi,West,0/1,Bike and Car,No,,Devarbisanahalli
₹ 90 Lacs,"1,259",2 Bedroom,2 Bathroom,1.0,Saritha Opulence,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,West,1/4,Bike and Car,Yes,"[""Children's play area"", 'Sewage treatment plant', 'Shopping center', 'Lift', 'Visitor parking', 'Intercom', 'Fire safety', 'Internet provider', 'Gym', 'Club house', 'Security']",Devarbisanahalli
₹ 2 Crores,"2,460",4 Bedroom,3 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"2,460 sq.ft",Semi,West,0/1,Bike and Car,No,,Devarbisanahalli
₹ 45 Lacs,"1,085",2 Bedroom,2 Bathroom,1.0,Mathrushree Nilaya,5-10 years,Self Owned,5-10 years,,Semi,East,1/4,Car,Yes,"['Lift', 'Gym', 'Swimming pool', 'Security']",Devarbisanahalli
₹ 65 Lacs,"1,227",2 Bedroom,2 Bathroom,1.0,Jrm Pearl,5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,East,1/5,Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', ""Children's play area"", 'Security']",Devarbisanahalli
₹ 2 Crores,"1,959",3 Bedroom,3 Bathroom,2.0,Paranjape Wind Fiel...,3-5 years,Self Owned,3-5 years,,Fully furnished,East,0/5,Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Devarbisanahalli
₹ 1.3 Crores,"1,285",2 Bedroom,2 Bathroom,3.0,"Rohan Jharoka, Bell...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,0/7,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Devarbisanahalli
₹ 65 Lacs,"1,220",2 Bedroom,2 Bathroom,1.0,Standalone Building,Newly Constructed,Self Owned,Newly Constructed,"1,220 sq.ft",Unfurnished,North,1/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Fire safety', 'Security', 'Visitor parking']",Devarbisanahalli
₹ 75 Lacs,"1,235",2 Bedroom,2 Bathroom,2.0,Vaibhav Serene,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,North-West,0/3,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Devarbisanahalli
₹ 2.5 Crores,"1,600",3 Bedroom,3 Bathroom,,Prestige Kew Gardens,1-3 years,Self Owned,1-3 years,,Fully furnished,East,0/5,Bike and Car,No,['Gym'],Devarbisanahalli
₹ 1.34 Crores,"2,028",4 Bedroom,4 Bathroom,,Mathrushree Orchid ...,5-10 years,Self Owned,5-10 years,,Semi,East,4/4,Bike and Car,Yes,"['Gym', 'Security']",Devarbisanahalli
₹ 1.1 Crores,"1,180",2 Bedroom,2 Bathroom,3.0,Hatha Coco Nest,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Fully furnished,North,4/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Swimming pool', ""Children's play area"", 'Security', 'Park']",Devarbisanahalli
₹ 1.28 Crores,"1,784",3 Bedroom,3 Bathroom,5.0,Mathru Sree Orchid ...,>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,East,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Devarbisanahalli
₹ 3 Crores,"4,000",4 Bedroom,9 Bathroom,1.0,Standalone Building,3-5 years,Self Owned,3-5 years,,Semi,0/3,0/3,No,No,,Devarbisanahalli
₹ 70 Lacs,"1,200",2 Bedroom,2 Bathroom,2.0,"Sree Shore Icon, Be...",5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,2/5,2/5,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Sewage treatment plant']",Devarbisanahalli
₹ 60 Lacs,950,2 Bedroom,2 Bathroom,,Sri Sai Paradise,3-5 years,Self Owned,3-5 years,,Semi,West,3/4,Bike and Car,Yes,['Security'],Devarbisanahalli
₹ 83 Lacs,"1,260",2 Bedroom,2 Bathroom,2.0,Srimitra Lotus,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,4/5,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Visitor parking']",Devarbisanahalli
₹ 65 Lacs,"1,326",2 Bedroom,2 Bathroom,5.0,Mathrusree Orchid H...,5-10 years,On Lease 1 years,5-10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Gym', 'Intercom', ""Children's play area"", 'Club house', 'Lift', 'Sewage treatment plant', 'Park', 'Swimming pool', 'Security']",Devarbisanahalli
₹ 79 Lacs,"1,146",2 Bedroom,2 Bathroom,3.0,Rc Sai Niketan,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,3/4,Car,Yes,"['Lift', 'Security', 'Park', 'Visitor parking']",Devarbisanahalli
₹ 2.7 Crores,"1,715",3 Bedroom,2 Bathroom,2.0,Kumar I Life,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,South-East,1/12,Car,Yes,"['Internet provider', 'Lift', 'Club house', 'Fire safety', 'Sewage treatment plant', 'Park', ""Children's play area"", 'Security', 'Swimming pool', 'Gym', 'Visitor parking']",Devarbisanahalli
₹ 81 Lacs,"1,170",2 Bedroom,2 Bathroom,3.0,Rc Sai Niketan,5-10 years,Self Owned,5-10 years,,Fully furnished,North,3/4,Bike and Car,Yes,"['Lift', 'Security', 'Visitor parking']",Devarbisanahalli
₹ 1.32 Crores,"2,000",4 Bedroom,3 Bathroom,1.0,Independent House,>10 years,Self Owned,>10 years,"2,000 sq.ft",Semi,East,2/2,Bike,No,['Sewage treatment plant'],Devegowda
₹ 60 Lacs,"1,230",2 Bedroom,2 Bathroom,,Sapthagiri Residency,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,1/7,Car,No,"['Lift', 'Intercom', 'Fire safety', 'Visitor parking']",Devegowda
