web-scraper-order,web-scraper-start-url,link01,link01-href,price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,description,bus_station,amenities,address,locality,bus_count
1705044000-44,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,3 BHK Apartment In National Games Village Complex For Sale  In National Games Village Complex,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-national-games-village-complex-bangalore/ff8081815d851c3f015d8da4d4fe1525/detail,₹ 2.5 Crores,"1,200",3 Bedroom,2 Bathroom,2.0,National Games Vill...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,0/6,Bike and Car,Yes,"The house is semi furnished. It has easy access to market, schools, hospitals, banks and ATM's as well. It is 2BHK modified as  3BHK
This three bedroom for sale comes with an affordable price tag of just 2.5 Crores rupees with an additional perk of paying no brokerage. This home is over 1200 sqft. & even comes with ample parking space for car and bike. This home faces the East direction.

With club house, children playing zone, well equipped gym, garden & swimming pool available in this home, you will always have something to do here. If you need amenities such as intercom facility, security & elevator you'll be happy to note that this home has this & more. With premium amenities such as parking for visitors, fire fighting equipment, waste treatment plant & gas pipeline this home provides you with many added benefits.

Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time. As there are bus stop, super market & other local amenities close by, you'll find everything you need near home.

Christ School, The Cathedral High School and Bishop Cotton Girls' School are well known educational institutes in town & are very close to this home. If you are in need of any emergency services or medical assistance, you will be happy to note that Apollo Spectra Hospitals, Dr Agarwal Hospitals and Sita Bhateja Speciality Hospital are very close by.

As Inox, Rex Theatre & PVR Cinemas are in close proximity to this house, you can catch the latest movies at any time. Never miss out on lifestyle as 1 MG - Lido Mall, Lifestyle and Tibet Mall are so close by.",Bus StationsKRM Police Station0.8 km | 10 minsBMTC Depot-15 Koramangala0.9 km | 11 minsKoramangala 8th Block1.5 km | 19 minsEjipura1.7 km | 21 minsKalyana Mantapa Bus Stop1.4 km | 18 mins,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']","National Games Village Complex, Bengaluru, Karnataka, India",Ejipura,5.0
1705044003-45,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Flat In Stag Aditya Apartments For Sale  In Ejipura,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-ejipura-bangalore/8a9f88c38cb87ff8018cb9bd573a44e1/detail,₹ 80 Lacs,"1,000",2 Bedroom,2 Bathroom,2.0,Stag Aditya Apartme...,>10 years,Self Owned,>10 years,,Semi,East,0/3,Bike and Car,Yes,"This lovely 2bhk for sale is only 80 Lakhs rupees without any extra brokerage & could be your new home. This East facing home is over 1000 sqft. & is in a convenient location. You get ample & dedicated car and bike parking facility with this home.

With premium amenities such as fire safety this home provides you with many added benefits. With amenities such as security & lift this home offers you a lot of convenience.",Bus StationsBMTC Bus Stop0.5 km | 6 minsKoramangala Junction Bus Stop0.5 km | 7 minsSony World Bus Stop0.5 km | 7 mins,"['Lift', 'Fire safety', 'Security']","Ashwini Layout, Ejipura, Bengaluru, Karnataka 560047, India",Ejipura,3.0
1705044005-46,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Apartment In Prabhavathi Classic For Sale  In Ejipura,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-ejipura-bangalore/8a9f088288bf5ece0188bfac2e7426d3/detail,₹ 64 Lacs,"1,200",2 Bedroom,2 Bathroom,1.0,Prabhavathi Classic,5-10 years,Self Owned,5-10 years,Mosaic,Semi,Don't Know,4/5,Car,Yes,"Get this double bedroom for sale in Ejipura now, you save lakhs on brokerage! This home is over 1200 sqft. & even comes with ample car parking facility.

With amenities such as security this home offers you a lot of convenience. Amenities like play area for children gives you something to do in your free time.

With a petrol pump & super market your daily needs are easily fulfilled The ATM & bus station are close by, you will find having money in hand & access to public transport very easy.

If you are looking for gifts, or just want to spoil yourself, 1 MG - Lido Mall, Tibet Mall and Eva Mall have a wide variety of things that you can choose from. As Inox, PVR Cinemas & Srinivasa Theatre are in close proximity to this house, you can catch the latest movies at any time.

Apollo Spectra Hospitals and Greenview Medical Center are close by and are known for providing exceptional medical care. Christ School - ICSE, Lawrence High School ICSE and National Public School are well known educational institutes in town & are very close to this home.",Bus StationsEjipura0.5 km | 6 minsKSRTC Ticket Booking1.2 km | 15 minsKSRTC Ticket Booking Centre1.9 km | 24 minsJyothi Nivas College2.3 km | 29 minsKoramangala Water Tank2.2 km | 28 mins,"[""Children's play area"", 'Security']","Sri Ram Temple Rd, Ejipura, Bengaluru, Karnataka 560095, India",Ejipura,5.0
1705044007-47,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,4+ BHK Flat In Noor Mansion For Sale  In Ejipura,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-ejipura-bangalore/ff8081815cceb0f9015ccee898b41805/detail,₹ 2.6 Crores,"4,050",4 Bedroom,7 Bathroom,1.0,Noor Mansion,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,0/3,Bike,No,"current rental income is around 1 lakh	inside and 
 outside compound parking The house is semi furnished with wardrobes in all the rooms. It has easy access to market, schools, hospitals, banks and ATM's.
ground floor 1 unit of  2BHK and 1 unit of  1BHK
1st floor  2 units of 2BHK
2nd floor  2 units of 2BHK
This 4+ BHK for sale comes with an affordable price tag of just 2.6 Crores rupees with an additional perk of paying no brokerage. This East facing home is over 4050 sqft. & is in a convenient location. You get ample & dedicated parking facility for bike with this home.

With Inox, PVR Koramangala & Srinivasa Theatre close by, you can catch your favourite movies running & never worry about missing a show because of traffic. Never miss out on lifestyle as 1 MG-Lido Mall, Tibet Mall and Gangarams book bureau are so close by.

If you are in need of any emergency services or medical assistance, you will be happy to note that Hosmat Hospital, Apollo Spectra Hospitals and BMTC Dispensary are very close by. With National Public School, Eastern Fare Music Foundation and EuroKids Pre-School Koramangala - Tiny Tots close to this home, you'll be able to provide your children with many options to choose from.

Access to bus stop & pharmacies is very easy & convenient from this house.",Bus StationsKSRTC Pick up point KMF BMTC Bus Stop3.9 km | 14 minsKrupanidhi College3.0 km | 10 minsSilk Board4.5 km | 14 minsShanthi Nagar Bus Stop7.2 km | 21 minsMadiwala4.4 km | 17 mins,,"9, 1, 20th H Cross Rd, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560047",Ejipura,5.0
1705044010-48,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Flat In Durvesh Apartment For Sale  In Ejipura,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-ejipura-bangalore/8a9f93a775c5b0f00175c62e811d181d/detail,₹ 45 Lacs,"1,000",2 Bedroom,3 Bathroom,,Durvesh Apartment,>10 years,Self Owned,>10 years,,Semi,North,3/3,Bike,No,"An affordable two bedroom for sale in Ejipura is now available, without any brokerage. Situated on the 3rd floor this home can comfortably serve your space for parking of bike needs. This North facing home is over 1000 sqft. & is in a convenient location.

Never miss out on lifestyle as Tibet Mall, Gangarams and 1 MG-Lido Mall are so close by. As PVR Koramangala, Srinivasa Theatre & Lakshmi Theatre are in close proximity to this house, you can catch the latest movies at any time.

If you are in need of any emergency services or medical assistance, you will be happy to note that Enhanced Health Care, Spurthy Hospital and YobiZ Healthcare Solutions Pvt Ltd are very close by. With National Public School, EuroKids Pre-School Koramangala - Tiny Tots and Bethany High School close to this home, you'll be able to provide your children with many options to choose from.",Bus StationsPolice Station Koramangala1.2 km | 5 minsKoramangala Police Station1.3 km | 6 minsKoramangala1.4 km | 7 minsVivek Nagara Police Station Ravi Tent1.8 km | 9 minsVivek Nagara Police Station Ravi Tent1.8 km | 8 mins,,"Durvesh Apartment, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560095, India",Ejipura,5.0
1705044012-49,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Flat In Prabhavathi Classic Appartment For Sale  In Ejipura,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-ejipura-bangalore/8a9fb8827be355da017be41a816b04ab/detail,₹ 64 Lacs,"1,020",2 Bedroom,2 Bathroom,1.0,Prabhavathi Classic...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North,4/4,Bike and Car,Yes,"This 2 BHK for sale comes with an affordable price tag of just 64 Lakhs rupees with an additional perk of paying no brokerage. This North facing home is over 1020 sqft. & is in a convenient location. Situated on the 4th floor this home can comfortably serve your parking facility for car and bike needs.

If you are looking for a home with security & elevator, this home is just right for you. As this home comes with sewage treatment plant & more such amenities, living here would make life more pleasant.

Never miss out on lifestyle as 1 MG - Lido Mall, Tibet Mall and Eva Mall are so close by. With Inox, PVR Cinemas & Srinivasa Theatre close by, you can catch your favourite movies running & never worry about missing a show because of traffic.

Apollo Spectra Hospitals and Greenview Medical Center are close by and are known for providing exceptional medical care. With Christ School - ICSE, Lawrence High School ICSE and National Public School close to this home, you'll be able to provide your children with many options to choose from.

Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time. As there are bus stop, super market & other local amenities close by, you'll find everything you need near home.",Bus StationsEjipura0.5 km | 6 minsKSRTC Ticket Booking1.2 km | 15 minsKSRTC Ticket Booking Centre1.9 km | 24 minsJyothi Nivas College2.3 km | 29 minsKoramangala Water Tank2.2 km | 28 mins,"['Lift', 'Security', 'Sewage treatment plant']","Sri Ram Temple Rd, Ejipura, Bengaluru, Karnataka 560095, India",Ejipura,5.0
1705044015-50,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,"2 BHK Flat In Prabhavathi Classic, Ejipura For Sale  In Ejipura",https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-ejipura-bangalore/8a9fa78280a27b4e0180a306d7666a9f/detail,₹ 69 Lacs,"1,100",2 Bedroom,2 Bathroom,1.0,Prabhavathi Classic...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,2/4,Bike and Car,Yes,"An affordable 2bhk for sale in Ejipura is now available, without any brokerage. Situated on the 2nd floor this home can comfortably serve your parking facility for car and bike needs. This West facing home is over 1100 sqft. & is in a convenient location.

With amenities such as security & lift this home offers you a lot of convenience. As this home comes with fire security & waste treatment plant & more such amenities, living here would make life more pleasant.

Access to bus stop & medical stores is very easy & convenient from this house.

With National Public School, EuroKids Pre-School Koramangala - Tiny Tots and Bethany High School close to this home, you'll be able to provide your children with many options to choose from. Being situated near Enhanced Health Care, Gangothri Hospital and Spurthy Hospital, emergency care is very easily available at any time.

Never miss out on lifestyle as Tibet Mall, Gangarams and Just Shopping Pvt. Ltd. are so close by. With PVR Koramangala, Srinivasa Theatre & Lakshmi Theatre close by, you can catch your favourite movies running & never worry about missing a show because of traffic.",Bus StationsEjipura0.5 km | 6 minsKSRTC Ticket Booking1.2 km | 15 minsKSRTC Ticket Booking Centre1.9 km | 24 minsJyothi Nivas College2.3 km | 29 minsKoramangala Water Tank2.2 km | 28 mins,"['Lift', 'Internet provider', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Sewage treatment plant']","Sri Ram Temple Rd, Ejipura, Bengaluru, Karnataka 560095, India",Ejipura,5.0
1705044018-51,https://www.nobroker.in/property/sale/bangalore/Ejipura/?searchParam=W3sibGF0IjoxMi45Mzg1MzMzLCJsb24iOjc3LjYzMDgxNzQsInBsYWNlSWQiOiJDaElKUzB5LWlrSVVyanNSRk4zZzZPNV9KZ3ciLCJwbGFjZU5hbWUiOiJFamlwdXJhIiwic2hvd01hcCI6ZmFsc2V9XQ==&propType=AP&isMetro=false&radius=2.0,2 BHK Flat In Sai Swetha Homes For Sale  In Ejipura,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-ejipura-bangalore/8a9f92848bf1fae2018bf21e998513e4/detail,₹ 82 Lacs,"1,035",2 Bedroom,2 Bathroom,1.0,Sai Swetha Homes,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,3/3,Bike and Car,Yes,"An affordable 2bhk for sale in Ejipura is now available, without any brokerage. This North facing home is on the 3rd floor. This home is over 1035 sqft. & even comes with ample parking space for car and bike.

If you are looking for a home with security & elevator, this home is just right for you.

If you are in need of any emergency services or medical assistance, you will be happy to note that Apollo Spectra Hospitals, Prasad Eye Hospital and Hosmat Hospital are very close by. With Christ School, The Freethinking School and Jigyasa The School close to this home, you'll be able to provide your children with many options to choose from.

Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time. As there are bus stop, super market & other local amenities close by, you'll find everything you need near home.

As Inox, PVR Cinemas & Srinivasa Theatre are in close proximity to this house, you can catch the latest movies at any time. Never miss out on lifestyle as 1 MG-Lido Mall, Tibet Mall and Eva Mall are so close by.",Bus StationsBMTC Depot-15 Koramangala0.9 km | 11 minsZipGo Technologies Pvt. Ltd.1.1 km | 14 minsKSRTC Ticket Booking1.3 km | 17 minsCanara Bank Koramangala1.4 km | 18 minsMilitary Bridge1.8 km | 23 mins,"['Lift', 'Security']",EJIPURA MAIN ROAD,Ejipura,5.0
1705043163-1,https://www.nobroker.in/property/sale/bangalore/Gorgontepalya%20Bridge/?searchParam=W3sibGF0IjoxMy4wNDAwNjQ5LCJsb24iOjc3LjU0Mzg4ODYsInBsYWNlSWQiOiJFbEZIYjNKbmIyNTBaWEJoYkhsaElFSnlhV1JuWlN3Z1NtRnNZV2hoYkd4cElGWnBiR3hoWjJVc0lGbGxjM2RoYm5Sb2NIVnlMQ0JDWlc1bllXeDFjblVzSUV0aGNtNWhkR0ZyWVN3Z1NXNWthV0VpTGlvc0NoUUtFZ2toNWRuVlJqMnVPeEZvNmhUcDFmSVBwaElVQ2hJSnE2Mzk2MFU5cmpzUkhKWkk0TjJ3ZGRBIiwicGxhY2VOYW1lIjoiR29yZ29udGVwYWx5YSBCcmlkZ2UiLCJzaG93TWFwIjpmYWxzZX1d&propType=AP&isMetro=false&radius=2.0,"2 BHK Apartment In Ds Max Samrat, Mathikere For Sale  In Mathikere",https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-mathikere-bangalore/8a9fc48282cf5b850182cffbbc97715d/detail,₹ 75 Lacs,"1,100",2 Bedroom,2 Bathroom,1.0,"Ds Max Samrat, Math...",5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,North,2/5,Car,Yes,"Opp to I Mart, 1.5 km from yeshwanthpur rly stn, 700 mtrs from BEL circle, navkis school 500;MTR, state board, matric schools near by, JP park 600mtr, modular kitchen master bed room wardrobe, loft with closing both room all powder coated aluminium interiors, security, cctv in all floors,manyata tech park distance 5km, 100%vaasthu, now rented for 17k +maintenance, vacate once registered with 2mths
This lovely 2bhk for sale is only 75 Lakhs rupees without any extra brokerage & could be your new home. This North facing home is over 1100 sqft. & is in a convenient location. Situated on the 2nd floor this home can comfortably serve your space for car parking needs.

You are viewing the right home if you would prefer a house with fire security. Amenities like gym gives you something to do in your free time. If you are looking for a home with security & elevator, this home is just right for you.

With Vaibhav Theatre, Galaxy Cinemas & Keshava Theatre close by, you can catch your favourite movies running & never worry about missing a show because of traffic. Never miss out on lifestyle as Sampoorna Shopping Center, DTDC COURIER & CORGO and HONEST LIFECARE are so close by.

Access to bus station & pharmacies is very easy & convenient from this house.

With Orchids The International School, Vidyasagar Preschool and Happy Feet for Kids close to this home, you'll be able to provide your children with many options to choose from. If you are in need of any emergency services or medical assistance, you will be happy to note that Columbia Asia Referral Hospital Bangalore, M. S. Ramaiah Curie Centre of Oncology and Employees State Insurance Dispensary are very close by.",Bus StationsLaggere New Bus Stand6.6 km | 19 minsSRS Travels7.6 km | 21 minsYeshwantpur Bus Depot5.9 km | 16 minsMuthyala Nagara Cross0.3 km | 2 minsMuthyala Nagara Cross0.3 km | 2 mins,"['Lift', 'Gym', 'Fire safety', 'Security']","ds max samrat, Muthyala Nagar, Gokula Extension, Mathikere, Bengaluru, Karnataka 560013, India",Goregontepalya,5.0
1705043165-2,https://www.nobroker.in/property/sale/bangalore/Gorgontepalya%20Bridge/?searchParam=W3sibGF0IjoxMy4wNDAwNjQ5LCJsb24iOjc3LjU0Mzg4ODYsInBsYWNlSWQiOiJFbEZIYjNKbmIyNTBaWEJoYkhsaElFSnlhV1JuWlN3Z1NtRnNZV2hoYkd4cElGWnBiR3hoWjJVc0lGbGxjM2RoYm5Sb2NIVnlMQ0JDWlc1bllXeDFjblVzSUV0aGNtNWhkR0ZyWVN3Z1NXNWthV0VpTGlvc0NoUUtFZ2toNWRuVlJqMnVPeEZvNmhUcDFmSVBwaElVQ2hJSnE2Mzk2MFU5cmpzUkhKWkk0TjJ3ZGRBIiwicGxhY2VOYW1lIjoiR29yZ29udGVwYWx5YSBCcmlkZ2UiLCJzaG93TWFwIjpmYWxzZX1d&propType=AP&isMetro=false&radius=2.0,3 BHK Flat In Grapes  View Castle For Sale  In Mathikere,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-mathikere-bangalore/8a9fea8389f8430b0189f8eb8b601a03/detail,₹ 72 Lacs,"1,180",3 Bedroom,2 Bathroom,2.0,Grapes View Castle,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,East,2/4,Bike and Car,Yes,"This is A Khata property apartment in central of the city (2.5km from Yeshwantpur Railway Station).  Next to JP Park which is Biodiversity Park and 3rd largest park in Banagalore.  Take has natural lake with rock garden and Musical fountain.  
4 min walk to BBMP Swimming pool.
Apartment is 1km away from BEL Circle and Mathikere Market.  
Cauvery Water connection available.
This 3 BHK for sale comes with an affordable price tag of just 75 Lakhs rupees with an additional perk of paying no brokerage. This East facing home is over 1180 sqft. & is in a convenient location. Situated on the 2nd floor this home can comfortably serve your parking place for car and bike needs.

If you need amenities such as security & elevator you'll be happy to note that this home has this & more. You are viewing the right home if you would prefer a house with parking for visitors & fire fighting equipment.",Bus StationsJalahalli Village GateJalahalli BakeryBBMp Bus Stop,"['Lift', 'Internet provider', 'Club house', 'Fire safety', 'Security', 'Visitor parking']","1st Cross Rd, Muthyala Nagar, Mathikere, Bangalore",Goregontepalya,0.0
